bad_flag_desc,ID,MARRIAGE_STAT2,bad_flag,creditcard_usage,vouch_query_cnt_12,loan_query_cnt_12,least_limit_loan,most_due_time_loan_credit,most_due_time_loan_credit_24,pay_time_rate_loan_credit_6,creditcard_industry_cnt,house_loan_cnt,usage_more_100_creditcard_cnt,avg_deposit_6,Vouch_Name,vehicle_loan_due_3,LIVESTAT_CD2,workyear2,due_to_loan_balance,credit_due_to_loan_balance,asset_to_line
GOOD,A014393,20,0,0.29,0,2,280000,0,1,1,5,0,0,9472.4,保证,否,自置,8,1,0,0.9636363636
GOOD,A014394,20,0,0.41,3,2,30000,0,5,1,6,0,0,1282.74,保证,否,自置,12,0.67,0,1.3937141402
GOOD,A014395,20,0,0,0,0,80000,0,0,1,0,0,0,,保证,否,自置,27,1,0,2.6666666667
GOOD,A014396,20,0,0.09,0,0,155000,0,0,1,5,0,0,,抵押,否,自置,3,1.72,2.4,2.4763476267
GOOD,A014397,20,0,0.26,1,6,310000,1,1,0.97,5,0,0,21763.75,保证,否,自置,5,0.33,0,1.2831515078
GOOD,A014398,20,0,0.39,0,0,0,0,0,0.96,3,0,1,2550.1,保证,否,自置,6,10,0,20
GOOD,A014399,20,0,0,0,0,300000,0,0,1,2,0,0,,保证,否,自置,5,1,0,4.2222222222
GOOD,A014400,20,0,0,0,0,0,0,0,1,0,0,0,,抵押,否,自置,40,10,3.07,8.5227272727
GOOD,A014401,20,0,0.03,0,1,10000,0,0,1,2,0,0,,抵押,否,自置,8,0.25,0,9.2858485989
GOOD,A014402,20,0,0.1,0,1,10000,0,0,1,2,0,0,,抵押,否,其他,7,0.25,1.44,6.0976973062
GOOD,A014403,20,0,0.04,0,4,50000,0,1,0.98,3,0,0,9160.49,保证,否,自置,15,0.67,0,1.2629258202
GOOD,A014404,20,0,0,0,2,50000,0,0,1,0,0,0,2057.77,保证,否,自置,11,1.25,0,3.7288135593
GOOD,A014405,20,0,0,1,0,490341.3188,0,0,1,0,0,0,,保证,否,自置,11,10,0,20
GOOD,A014406,10/MISS,0,0,0,2,70000,0,1,0.71,0,0,0,5068.05,抵押,否,自置,25,0.11,2.25,3.2996632997
GOOD,A014407,20,0,0.72,2,6,50000,0,0,1,5,0,1,7783.84,保证,否,自置,17,0.75,0,4.3548363684
GOOD,A014408,20,0,0.91,2,4,50000,0,0,1,3,0,0,6372.09,保证,否,自置,1,0.38,0,0
GOOD,A014409,20,0,0.35,0,2,490341.3188,0,0,1,2,1,0,,保证,否,自置,18,0.59,0,2.4587006587
GOOD,A014410,20,0,0,3,3,30000,0,0,1,0,0,0,2251.76,保证,否,自置,1,0.5,0,0.6470588235
GOOD,A014411,20,0,0,0,1,300000,0,0,1,0,0,0,1922.77,保证,否,自置,8,10,0,13.333333333
GOOD,A014412,20,0,0,1,1,50000,0,0,1,0,0,0,,保证,否,自置,6,0.38,0,2.3571428571
GOOD,A014413,20,0,0.14,0,0,50000,0,0,1,1,0,0,,抵押,否,自置,5,0.83,0,20
GOOD,A014414,20,0,0,0,3,130000,0,1,1,1,0,0,,保证,否,自置,7,0.83,0,6.66
GOOD,A014415,20,0,0,0,1,490341.3188,0,0,1,0,0,0,,抵押,否,自置,5,10,1.43,4.4897959184
GOOD,A014416,20,0,0,3,1,20000,0,0,1,2,3,0,,保证,否,其他,5,0.5,0,1.4068365393
GOOD,A014417,20,0,0.61,2,5,130000,0,1,0.97,3,0,0,20223.01,保证,否,自置,19,1,0,6.5033600694
GOOD,A014418,20,0,0,0,0,0,0,0,1,0,0,0,2088.91,保证,否,自置,6,10,0,2.6666666667
GOOD,A014419,20,0,0,2,4,50000,0,1,1,2,0,0,,抵押,否,自置,6,0.35,2.14,2.4166666667
GOOD,A014420,20,0,0.64,0,0,50000,0,1,0.82,2,0,0,6135.76,保证,否,自置,29,1.11,0,10.512825647
GOOD,A014421,10/MISS,0,0.57,0,0,230000,0,0,1,4,0,1,3792.62,保证,否,自置,6,10,0,4.3795153763
GOOD,A014422,20,0,0.63,0,1,200000,0,0,1,1,0,0,6549.73,保证,否,自置,13,0.67,0,6.7892328938
GOOD,A014423,20,0,0.86,0,1,10000,0,0,1,3,0,0,2958.12,保证,否,自置,6,0.5,0,1.7745249202
GOOD,A014424,20,0,0.28,2,4,50000,1,1,0.97,3,0,0,7915.64,保证,否,自置,3,0.57,0,1.5863168393
GOOD,A014425,20,0,0.1,0,1,30000,0,0,1,2,2,0,,保证,否,自置,8,0.4,0,3.4545986022
GOOD,A014426,20,0,0.68,0,4,394770,0,3,0.95,7,1,2,5449.05,保证,是,自置,16,0.48,0,2.8635555853
GOOD,A014427,20,0,0.03,2,2,300000,1,1,0.88,2,0,0,6390.71,保证,否,自置,4,1,0,5.4312295022
GOOD,A014428,20,0,0,0,0,80000,0,0,1,1,1,0,,保证,否,自置,7,0.33,0,8.5
GOOD,A014429,20,0,0.37,4,3,89580,0,0,1,5,0,1,21365.57,保证,否,自置,6,0.4,0,1.3958182716
GOOD,A014430,20,0,0.49,2,2,150000,0,0,1,2,0,0,2311.39,保证,否,自置,18,1,0,1.2497985522
GOOD,A014431,20,0,0.38,3,4,95000,0,0,1,2,0,0,11098.86,保证,否,自置,13,0.5,0,1.1319685114
GOOD,A014432,10/MISS,0,0,0,0,50000,0,0,1,0,1,0,,抵押,否,自置,2,1,1.71,1.4285714286
GOOD,A014433,20,0,0,0,1,450000,0,0,1,0,0,0,44.2,保证,否,其他,6,1,0,2.7906976744
GOOD,A014434,10/MISS,0,0.79,0,1,100000,0,2,1,6,1,1,10126.13,保证,否,自置,8,0.3,0,3.0007889491
GOOD,A014435,20,0,0.57,1,3,200000,0,2,1,3,0,0,10339.05,保证,否,自置,8,0.4,0,1.2748970256
GOOD,A014436,20,0,0.34,1,2,60000,0,1,0.98,7,0,1,10200.52,保证,否,其他,,0.75,0,0
GOOD,A014437,20,0,0.72,3,4,200000,0,0,1,4,0,1,3351.96,保证,否,自置,10,0.67,0,3.3766216225
GOOD,A014438,20,0,0.69,2,3,50000,0,0,1,6,0,3,5690.48,保证,否,自置,8,1,0,3.0631154948
GOOD,A014439,20,0,0,2,1,200000,0,0,1,0,0,0,,保证,否,自置,6,1,0,0.8101265823
GOOD,A014440,20,0,0.26,0,0,490341.3188,0,0,1,3,0,0,,保证,否,自置,3,10,0,6.9420875629
GOOD,A014441,20,0,0.72,1,0,0,0,0,1,1,0,0,2144.63,保证,否,自置,31,10,0,11.423535748
GOOD,A014442,20,0,0.24,2,4,13000,0,0,1,7,0,0,3126.53,保证,否,自置,2,1,0,2.7089320261
GOOD,A014443,20,0,0.37,2,3,80000,0,2,0.96,4,0,0,5028.06,保证,否,自置,5,0.56,0,4.871973667
GOOD,A014444,20,0,0.42,2,2,150000,0,1,0.97,3,1,0,1569.61,保证,否,自置,5,0.97,0,2.0755765313
GOOD,A014445,20,0,0,0,0,5000,0,0,1,1,0,0,,保证,否,自置,13,1.5,0,9.12
GOOD,A014446,20,0,0.13,1,3,310000,0,0,1,3,0,0,,抵押,否,自置,10,0.67,1.67,6.7347858597
GOOD,A014447,20,0,0.93,0,1,57000,0,1,0.94,2,1,0,2768.66,保证,否,其他,36,0.75,0,4.6997944458
GOOD,A014448,20,0,0,0,1,8000,0,0,1,0,0,0,1036.11,保证,否,其他,,1,0,0
GOOD,A014449,20,0,0.8,7,2,40000,0,0,1,5,0,3,12174.19,保证,否,自置,6,0.5,0,2.2226420546
GOOD,A014450,20,0,0.52,3,4,50000,0,1,0.97,6,0,1,9798.09,保证,否,自置,11,0.67,0,3.8948772627
GOOD,A014451,10/MISS,0,0.28,0,4,10000,0,1,1,3,2,0,4889.84,保证,否,自置,1,0.38,0,0.9806226088
GOOD,A014452,20,0,0.16,1,2,10000,0,2,0.97,5,2,1,2891.02,保证,否,自置,1,0.44,0,1.152631794
GOOD,A014453,20,0,0.36,1,0,10000,0,2,0.98,4,1,1,2170.66,保证,否,自置,6,0.47,0,1.863274472
GOOD,A014454,20,0,0.57,0,1,60000,0,1,0.83,2,0,0,7547.58,保证,否,自置,9,0.5,0,1.7366538154
GOOD,A014455,20,0,0.02,2,3,56000,0,2,0.93,3,0,0,6219.26,保证,否,自置,9,0.59,0,2.1079080278
GOOD,A014456,20,0,0.58,1,6,150000,2,1,0.95,3,0,0,7199.58,保证,否,自置,16,10,0,8.4981470615
GOOD,A014457,20,0,0.15,4,2,10000,0,0,0.97,7,0,0,,保证,否,自置,22,0.5,0,0
GOOD,A014458,20,0,0.66,0,1,150000,0,1,1,3,0,0,9102.22,保证,否,自置,3,0.4,0,3.3011339235
GOOD,A014459,20,0,0.37,0,6,47900,0,0,1,4,0,1,13150.17,保证,否,自置,4,0.5,0,5.0693829547
GOOD,A014460,20,0,0.29,2,0,61000,1,1,0.97,7,0,1,6220.18,保证,否,自置,3,1,0,3.2093421811
GOOD,A014461,20,0,0.17,1,4,5500,0,0,1,6,0,0,1514.31,保证,否,自置,5,0.4,0,2.3226230633
GOOD,A014462,20,0,0.18,4,2,50000,0,0,1,1,0,0,1884.28,保证,否,自置,5,0.5,0,0
GOOD,A014463,20,0,0.01,0,3,200000,0,0,1,1,4,0,,保证,否,自置,10,0.3,0,1.7730192719
GOOD,A014464,20,0,0,0,0,200000,0,0,1,1,1,0,,抵押,否,自置,7,1.6,1.7,3.2612573436
GOOD,A014465,20,0,0.01,0,1,490341.3188,0,1,1,8,1,0,712.84,抵押,否,自置,6,0.54,7.3,6.0507488407
GOOD,A014466,20,0,1,1,4,30000,0,0,1,2,0,1,991.47,保证,否,自置,15,0.56,0,4.3392890075
GOOD,A014467,20,0,0,0,0,0,0,0,1,0,0,0,1278.85,保证,否,自置,7,10,0,5
GOOD,A014468,20,0,0.19,0,1,490341.3188,0,0,1,2,0,0,,保证,否,自置,1,4,0,20
GOOD,A014469,20,0,0.14,1,2,381000,0,0,1,5,0,0,,抵押,否,自置,18,0.15,4,2.664623131
GOOD,A014470,20,0,0.04,2,1,87000,0,0,1,3,0,0,,保证,否,自置,9,0.25,0,6.4518285949
GOOD,A014471,20,0,0.13,4,4,310000,1,1,0.91,8,0,0,5012.63,保证,否,自置,5,0.23,0,4.6020299825
GOOD,A014472,20,0,0,1,1,50000,0,0,1,0,0,0,2692.04,保证,否,其他,6,1.25,0,0.8695652174
GOOD,A014473,20,0,0.25,1,8,50000,0,0,1,8,0,3,3965.64,保证,否,自置,9,0.5,0,3.0327497895
GOOD,A014474,20,0,0,2,4,1000,0,0,1,1,0,0,554.53,保证,否,自置,28,1,0,0.9523809524
GOOD,A014475,20,0,0.35,1,4,45000,0,1,1,3,0,0,13766.86,保证,否,自置,21,1,0,3.3940241417
GOOD,A014476,20,0,0.53,0,2,100000,0,0,0.97,7,0,2,1457.52,保证,否,自置,4,0.3,0,8.3525906952
GOOD,A014477,20,0,0,1,2,20000,0,0,1,0,1,0,50.48,保证,否,自置,7,0.25,0,2.4691358025
GOOD,A014478,20,0,0,1,1,56000,0,0,1,1,0,0,2101.12,保证,否,自置,1,0.25,0,1.3125
GOOD,A014479,10/MISS,0,0.42,1,5,50000,0,0,1,7,0,0,9689.74,保证,否,自置,8,0.5,0,6.9097994776
GOOD,A014480,10/MISS,0,0.5,0,1,30000,0,0,1,4,0,0,16029.37,保证,否,自置,10,0.44,0,3.544393529
GOOD,A014481,20,0,0.59,3,4,110000,0,1,1,2,1,0,4993.14,保证,否,自置,13,0.7,0,1.9454830985
GOOD,A014482,20,0,0.58,0,6,490341.3188,0,0,1,5,1,1,5933.58,保证,否,自置,16,0.7,0,7.3465237719
GOOD,A014483,20,0,0,0,0,0,0,0,1,0,0,0,2646.36,保证,否,自置,5,10,0,3.3333333333
GOOD,A014484,20,0,0,0,0,30000,0,0,1,0,0,0,,保证,否,自置,11,0.77,0,0
GOOD,A014485,20,0,0.41,0,6,290000,0,2,1,6,0,0,9497.81,保证,否,其他,11,0.43,0,4.8252456854
BAD,A014486,20,1,0,0,0,2850,0,0,1,0,0,0,,保证,否,自置,9,1,0,2.1593464821
GOOD,A014487,20,0,0.37,0,1,20000,0,0,1,5,0,0,1179.72,保证,否,其他,,2,0,3.965984145
GOOD,A014488,20,0,0,0,2,30000,0,0,1,0,0,0,1731.44,保证,否,自置,6,0.5,0,1.6666666667
GOOD,A014489,20,0,0.48,4,2,50000,0,0,0.94,3,0,1,3139.16,保证,否,自置,1,0.67,0,2.6261940976
GOOD,A014490,20,0,0,0,2,13088,0,0,1,0,0,0,1970.05,保证,否,自置,3,1.5,0,3.4412185536
GOOD,A014491,10/MISS,0,0.34,0,2,170000,1,1,0.92,2,0,1,12423.55,抵押,否,自置,17,1.18,0,2.9468543833
GOOD,A014492,20,0,0.39,2,2,50000,0,0,1,3,0,0,4917.16,保证,否,自置,3,0.65,0,0.4524614243
GOOD,A014493,20,0,0.48,3,0,30000,0,1,1,1,0,0,14617.57,保证,否,自置,4,1,0,2.1843003413
GOOD,A014494,20,0,0.37,1,1,210000,0,0,1,4,0,0,,保证,否,自置,14,0.13,0,8.8110125909
GOOD,A014495,20,0,0.34,0,0,100000,0,1,1,6,1,1,10601.22,保证,否,自置,4,0.16,0,2.6554100883
GOOD,A014496,20,0,0.4,0,4,100000,0,1,0.98,4,0,0,3474.91,抵押,否,自置,5,0.33,5.38,1.5489335205
GOOD,A014497,20,0,0,0,1,100000,0,0,1,0,0,0,,保证,否,自置,6,1,0,7.757440355
GOOD,A014498,20,0,0,0,0,10000,0,0,1,2,0,0,,保证,否,自置,8,1,0,2.25
GOOD,A014499,20,0,0.21,6,5,200000,0,0,1,6,0,1,7253.71,保证,否,自置,8,0.5,0,0.7309230901
GOOD,A014500,20,0,0.11,3,5,272000,0,0,1,3,0,0,7441.36,保证,否,自置,2,1.33,0,1.8103773711
GOOD,A014501,20,0,0.21,0,0,105000,0,0,1,1,2,0,,保证,否,自置,8,0.78,0,3.8003667354
GOOD,A014502,20,0,0.33,3,2,180080,0,0,1,4,1,0,2238.47,保证,否,自置,6,1,0,3.9567858116
GOOD,A014503,20,0,0.36,1,1,220000,0,1,1,3,0,1,6134.15,保证,否,自置,16,0.4,0,2.0094443886
GOOD,A014504,20,0,0.2,0,0,300000,0,0,1,3,1,0,,保证,否,自置,5,0.67,0,4.3170870305
GOOD,A014505,20,0,0,3,3,50000,0,0,1,0,0,0,1426.2,保证,否,自置,20,0.25,0,3.6
GOOD,A014506,20,0,0.12,0,2,490341.3188,0,2,0.97,4,1,0,1902.24,保证,否,其他,,0.2,0,1.7798455628
GOOD,A014507,20,0,0.06,2,0,490341.3188,0,0,1,3,0,0,,保证,否,自置,15,10,0,4.7058823529
GOOD,A014508,10/MISS,0,0.64,0,3,10000,0,0,1,8,0,1,8336.7,保证,否,自置,0,1,0,2.9928112673
GOOD,A014509,20,0,0.8,2,3,30000,0,0,1,4,0,3,3645.54,保证,否,自置,6,1,0,4.9295566357
GOOD,A014510,20,0,0,2,3,30000,0,0,1,0,0,0,1919.09,保证,否,自置,6,0.59,0,2.0238940937
GOOD,A014511,20,0,0.1,1,3,3900,0,1,0.97,6,0,0,8528.42,保证,是,自置,20,0.6,0,1.9800229824
GOOD,A014512,20,0,0.5,0,0,9000,0,1,1,2,0,0,2981,保证,否,自置,4,0.33,0,3.0999766309
GOOD,A014513,20,0,0,0,1,100000,0,0,1,1,0,0,,保证,否,自置,14,0.3,0,2.7671420811
GOOD,A014514,20,0,0.18,0,1,6000,0,0,1,2,1,0,450.56,保证,否,自置,2,0.15,0,1.9815740039
GOOD,A014515,20,0,0,0,0,80000,0,0,1,0,0,0,710.25,保证,否,自置,5,0.8,0,17.0625
GOOD,A014516,20,0,0.07,0,1,141000,0,0,1,4,1,0,,抵押,否,自置,8,2.05,1.69,1.4619368998
GOOD,A014517,20,0,0.4,0,0,0,0,0,1,1,0,0,3326.72,保证,否,其他,,10,0,2.3333333333
GOOD,A014518,20,0,0.08,1,2,120000,0,1,1,2,1,0,12732.29,保证,否,自置,12,0.48,0,2.7079452983
GOOD,A014519,20,0,0.35,0,1,400000,0,2,0.98,7,0,0,5274.33,保证,否,自置,3,1,0,1.0634740388
GOOD,A014520,20,0,0.94,1,0,40000,0,0,1,1,0,0,9226.52,保证,否,其他,6,1,0,2.7042984824
GOOD,A014521,20,0,0.15,3,2,170000,0,2,0.95,6,0,0,1318.03,保证,否,自置,11,0.22,0,2.9074713671
GOOD,A014522,20,0,0.95,0,4,430000,0,0,1,5,0,0,3177.2,保证,否,自置,6,0.5,0,4.3139974485
GOOD,A014523,20,0,0,2,2,10000,0,0,1,0,0,0,1957.8,保证,否,自置,7,0.56,0,2.1428571429
GOOD,A014524,20,0,0.36,2,1,210000,0,1,0.95,10,0,0,4227.32,保证,否,自置,4,0.83,0,3.7342973756
GOOD,A014525,20,0,0.02,0,1,490341.3188,0,1,1,4,1,0,,保证,否,自置,6,0.39,0,3.4588243256
GOOD,A014526,20,0,0.07,0,1,420000,0,0,1,2,0,0,,抵押,否,自置,11,0.5,2,2.3921185987
GOOD,A014527,20,0,0.84,0,2,10000,0,0,1,2,0,1,928.84,保证,否,自置,9,1,0,2.7619596916
GOOD,A014528,20,0,0,0,1,100000,0,0,1,0,0,0,1169.81,保证,否,自置,17,1,0,4
GOOD,A014529,20,0,0,1,2,30000,0,0,1,1,0,0,1233.12,保证,否,自置,4,0.75,0,1.1230313442
GOOD,A014530,10/MISS,0,0.29,0,2,11300,0,0,1,6,0,1,1274.69,保证,否,自置,4,1,0,3.2637659859
GOOD,A014531,20,0,0.01,3,1,0,0,2,1,1,0,0,1384.26,保证,否,自置,5,10,0,1.6883740274
GOOD,A014532,20,0,0.29,4,3,444900,0,0,1,2,0,0,7323.02,保证,否,自置,5,0.38,0,2.1990279747
GOOD,A014533,20,0,0,0,1,150000,0,0,1,2,0,0,,抵押,否,自置,8,10,0,20
GOOD,A014534,20,0,0,1,0,100000,0,0,1,0,0,0,6443.01,保证,否,自置,4,1,0,0
GOOD,A014535,20,0,0,0,0,70000,0,0,1,1,0,0,,保证,否,自置,11,0.71,0,5.53
GOOD,A014536,20,0,0.64,1,4,0,0,0,1,7,0,0,4216.95,保证,否,自置,10,10,0,1.8659004036
GOOD,A014537,20,0,0.02,0,0,0,0,0,1,1,0,0,,抵押,否,自置,2,10,2.16,3.6344320501
GOOD,A014538,20,0,0.15,0,1,100000,0,0,1,1,0,0,18080.93,保证,否,自置,4,0.52,0,2.1543990256
GOOD,A014539,20,0,0.64,3,6,10000,0,0,1,4,0,0,4560.77,保证,否,自置,2,0.6,0,1.176106687
GOOD,A014540,20,0,0.12,1,5,470000,1,2,0.96,5,0,0,21362.72,保证,否,自置,19,0.83,0,1.978344546
GOOD,A014541,20,0,0.3,0,3,50000,0,1,1,4,0,0,4731.3,保证,否,自置,,1,0,1.8519325461
GOOD,A014542,10/MISS,0,0.39,0,2,305000,0,1,0.99,12,0,0,10675.29,保证,否,其他,5,0.63,0,0.7746095412
GOOD,A014543,20,0,0,0,1,490341.3188,0,0,1,0,0,0,,保证,否,自置,21,0.98,0,4.0816326531
GOOD,A014544,20,0,0,0,0,100000,0,0,1,0,0,0,,保证,否,其他,10,1,0,5
GOOD,A014545,20,0,0,0,1,30000,0,0,1,1,0,0,,保证,否,其他,6,0.67,0,1.1908396947
GOOD,A014546,20,0,0.6,0,1,100000,0,0,1,4,0,0,1044.13,保证,否,自置,6,0.33,0,4.5124592278
GOOD,A014547,20,0,0.35,1,3,100000,0,0,1,7,0,0,2036.51,保证,否,自置,4,1.6,0,1.2870651788
GOOD,A014548,20,0,0,0,0,48000,0,0,1,0,0,0,5801.42,保证,否,其他,5,2.08,0,4.4594594595
GOOD,A014549,20,0,0.16,5,2,72000,0,0,1,8,0,0,,保证,否,自置,7,0.4,0,0.7456308694
GOOD,A014550,10/MISS,0,0.68,2,2,20000,0,1,1,10,0,0,11217.87,保证,否,其他,9,0.24,0,0
GOOD,A014551,20,0,0,0,0,10000,0,0,1,2,0,0,,抵押,否,自置,3,0.5,2.52,12.1
GOOD,A014552,20,0,0.18,0,0,0,0,0,1,2,0,0,,抵押,否,自置,7,10,1.5,7.1471417814
GOOD,A014553,20,0,0,0,0,200000,0,0,1,0,0,0,,抵押,否,自置,1,0.83,0,4.8
GOOD,A014554,20,0,0.11,0,0,0,0,0,1,3,0,0,,保证,否,其他,10,10,0,4.8365488322
GOOD,A014555,20,0,0.31,3,3,210000,1,1,0.96,6,0,0,6279.22,保证,否,自置,32,0.3,0,8.454102151
GOOD,A014556,20,0,0.91,0,2,200000,0,0,1,4,0,0,14273.44,保证,否,自置,7,0.14,0,1.9490720468
GOOD,A014557,20,0,0.49,2,4,1000,0,0,0.97,6,0,0,22321.16,保证,否,自置,11,0.75,0,0
GOOD,A014558,20,0,0.86,2,1,50000,0,1,0.95,4,0,0,4583.88,保证,否,自置,0,0.67,0,1.8847180776
GOOD,A014559,20,0,0,2,5,360000,0,0,1,2,0,0,,保证,否,自置,7,0.6,0,5.9166666667
GOOD,A014560,20,0,0,1,0,490341.3188,0,0,1,1,0,0,,抵押,否,自置,5,1,10,20
GOOD,A014561,20,0,0.23,2,3,60000,0,1,0.9,3,0,0,6219.26,保证,否,自置,8,0.59,0,2.0283957373
GOOD,A014562,20,0,0.26,0,2,300000,0,0,1,4,0,0,,保证,否,自置,7,0.5,0,0.7035971663
GOOD,A014563,20,0,0.49,1,1,50000,0,0,1,9,0,0,1891.55,保证,否,自置,12,1,0,3.3779871057
GOOD,A014564,20,0,0,0,0,210000,0,0,1,0,0,0,,抵押,否,自置,8,1.92,3.6,7.6
GOOD,A014565,20,0,0.57,0,1,409000,0,0,1,2,0,0,,抵押,否,自置,1,0.11,1.5,3.0977217893
GOOD,A014566,20,0,0.64,0,3,100000,0,0,1,3,0,0,10430.28,保证,否,其他,4,10,0,4.2402596344
GOOD,A014567,20,0,0.42,1,1,30000,0,0,1,1,0,0,954.84,保证,否,自置,12,10,0,4.9212840614
GOOD,A014568,20,0,0.1,0,1,200000,0,0,0.93,2,0,0,,保证,否,自置,15,0.34,0,1.2274378078
GOOD,A014569,20,0,0.08,0,0,51000,0,0,1,1,0,0,849.92,抵押,否,其他,,0.98,1.44,20
GOOD,A014570,10/MISS,0,0.73,0,0,0,1,0,0.94,4,0,0,20652.49,抵押,否,自置,2,10,1.5,7.8889718242
GOOD,A014571,20,0,0.63,0,4,100000,0,0,1,4,0,0,3290.21,保证,否,自置,20,0.75,3.15,0.5604231419
GOOD,A014572,20,0,0.05,1,3,30000,0,0,1,3,0,0,2093.43,信用,否,自置,15,0.25,0,0
GOOD,A014573,20,0,0.1,0,0,320000,0,0,1,4,0,0,,抵押,否,自置,20,0.41,1.46,2.1194523335
GOOD,A014574,20,0,0.15,0,0,490341.3188,1,0,0.71,3,0,0,1.57,抵押,否,自置,4,0.67,10,20
GOOD,A014575,20,0,0.08,1,3,400000,0,0,1,6,0,0,,抵押,否,自置,1,0.51,0,1.4772279817
GOOD,A014576,20,0,0.45,1,3,409900,0,0,0.97,2,0,0,4864.81,抵押,否,自置,1,0.62,1.44,19.504810701
GOOD,A014577,20,0,0.68,2,2,94000,0,1,0.96,7,0,0,8786.51,保证,否,自置,8,0.66,0,3.3015347675
GOOD,A014578,20,0,0.39,2,2,150000,0,0,1,3,0,0,1220.63,保证,否,自置,,0.63,0,1.5789639891
GOOD,A014579,20,0,0.48,0,3,80000,0,0,1,2,0,0,1579.66,保证,否,自置,8,1,0,2.081039854
GOOD,A014580,10/MISS,0,0.27,0,0,490341.3188,0,1,1,5,0,0,11632.23,保证,否,自置,7,1,0,1.2260324938
GOOD,A014581,20,0,0,0,0,50000,0,0,1,0,0,0,,保证,否,其他,6,10,0,1.3043478261
GOOD,A014582,20,0,0.39,0,0,92000,0,0,1,0,0,0,1370.56,保证,否,自置,3,0.38,0,5.2056369816
GOOD,A014583,20,0,0.7,2,2,230000,0,1,0.95,3,0,0,7090.5,保证,否,自置,16,0.83,0,2.2400770142
GOOD,A014584,10/MISS,0,0,0,0,300000,0,0,1,0,0,0,2276.93,保证,否,自置,10,1,0,0.9166666667
GOOD,A014585,10/MISS,0,0,0,0,490341.3188,0,0,1,1,0,0,2222.94,信用,否,自置,3,10,0,0
GOOD,A014586,10/MISS,0,0.24,0,1,80500,0,0,1,1,0,0,18981.67,保证,否,自置,9,2.5,0,3.9965775786
GOOD,A014587,20,0,0.53,6,5,490341.3188,1,1,0.98,7,0,0,3610.34,保证,否,自置,6,0.67,0,1.5562870105
GOOD,A014588,20,0,0.29,0,2,30000,0,0,1,9,0,1,,保证,否,自置,5,1,0,2.7721069657
GOOD,A014589,20,0,0.61,0,4,150000,0,0,0.92,2,0,0,15220.31,保证,否,自置,2,1.14,0,8.179138567
GOOD,A014590,20,0,0,1,0,300000,0,0,1,0,0,0,386.68,抵押,否,自置,6,0.94,0,2.375
GOOD,A014591,10/MISS,0,0.15,2,2,50000,0,1,1,7,1,0,1324.05,保证,否,自置,10,0.72,0,4.1940014595
GOOD,A014592,10/MISS,0,0,1,1,30000,0,0,1,0,0,0,5123.02,保证,否,其他,3,1.67,0,0.8333333333
GOOD,A014593,20,0,0.8,2,4,90000,0,1,1,7,2,1,5676.53,保证,否,自置,13,0.29,0,1.593762136
GOOD,A014594,20,0,0.12,3,3,490341.3188,1,1,0.99,5,0,0,1991.69,保证,否,自置,2,0.5,0,1.7792979965
GOOD,A014595,20,0,0.23,0,5,86000,0,2,1,5,1,0,9465.18,保证,否,自置,35,0.83,0,0
GOOD,A014596,20,0,0.58,2,2,100000,0,0,1,3,2,0,17634.76,保证,否,自置,4,0.75,0,1.8589878077
GOOD,A014597,20,0,0.51,1,0,256400,0,1,0.96,3,0,1,1000.8,抵押,否,自置,9,0.05,1.44,20
GOOD,A014598,10/MISS,0,0,0,2,3000,0,0,1,2,0,0,8601.36,保证,否,自置,1,1.43,0,2.899559267
GOOD,A014599,20,0,0.51,0,3,89000,0,0,1,4,0,1,1998.59,保证,否,自置,8,0.38,0,1.7023341129
GOOD,A014600,20,0,0.57,2,1,150000,0,1,1,5,0,0,7281.08,保证,否,自置,3,0.5,0,4.3865824969
GOOD,A014601,20,0,0.98,1,3,92000,0,0,1,1,0,0,19845.92,保证,否,自置,6,1,0,2.7899868194
GOOD,A014602,20,0,0.38,0,0,200000,0,0,1,3,0,0,,抵押,否,自置,7,0.54,0,3.8068321979
GOOD,A014603,10/MISS,0,0,1,3,30000,0,0,1,0,0,0,1406.6,抵押,否,自置,7,0.45,2,5.1396648045
GOOD,A014604,20,0,0,0,1,6000,0,0,1,0,0,0,,保证,否,自置,10,3.33,0,16
GOOD,A014605,20,0,0.02,0,1,100,0,1,1,0,0,0,,抵押,否,自置,7,0.5,7.5,2.8241407552
GOOD,A014606,20,0,0.3,2,4,370000,0,1,0.99,7,1,0,17121.67,保证,否,自置,17,0.16,0,1.7451051671
GOOD,A014607,20,0,0,0,5,266000,0,1,1,6,0,3,9985.55,保证,否,自置,12,10,0,20
GOOD,A014608,20,0,0.15,0,6,52000,0,0,1,3,0,1,24636.09,保证,否,自置,5,0.4,0,5.782962525
GOOD,A014609,20,0,0.52,0,1,50000,0,1,1,2,0,0,8759.47,保证,否,自置,10,0.7,0,5.7164743073
GOOD,A014610,20,0,1,2,2,490341.3188,0,0,1,2,1,1,2468.81,保证,否,自置,7,0.25,0,1.8805070265
GOOD,A014611,20,0,0.53,3,5,50000,0,0,1,7,1,2,3180.69,保证,否,自置,9,0.2,0,2.2839602043
GOOD,A014612,20,0,0,0,0,0,0,0,1,0,0,0,,抵押,否,自置,3,10,2.16,3.64
GOOD,A014613,20,0,0,0,0,490341.3188,0,0,1,2,0,0,,保证,否,自置,12,1,0,2.8571428571
