bad_flag_desc,ID,MARRIAGE_STAT2,bad_flag,creditcard_usage,vouch_query_cnt_12,loan_query_cnt_12,least_limit_loan,most_due_time_loan_credit,most_due_time_loan_credit_24,pay_time_rate_loan_credit_6,creditcard_industry_cnt,house_loan_cnt,usage_more_100_creditcard_cnt,avg_deposit_6,Vouch_Name,vehicle_loan_due_3,LIVESTAT_CD2,workyear2,due_to_loan_balance,credit_due_to_loan_balance,asset_to_line
GOOD,A010353,20,0,0.64,0,2,3095,0,1,1,3,1,1,1268.5,抵押,否,自置,9,2,0,2.0119291925
GOOD,A010354,20,0,0.28,2,2,30000,0,0,1,6,0,0,,保证,否,自置,8,1,0,1.8722400599
GOOD,A010355,20,0,0,0,0,40000,0,0,1,0,0,0,,保证,否,自置,20,1.33,0,9.75
GOOD,A010356,20,0,0,0,1,10000,0,0,1,0,0,0,,保证,否,自置,11,1.67,0,20
GOOD,A010357,10/MISS,0,0.12,0,3,490341.3188,0,0,1,3,0,0,,保证,否,自置,8,1.67,0,7.5880260948
BAD,A010358,20,1,0.44,0,5,5900,2,1,0.88,9,1,3,1324.05,保证,否,自置,11,0.36,0,3.5768803081
GOOD,A010359,20,0,0.3,6,2,250000,0,0,1,6,1,0,,保证,否,自置,9,0.36,0,20
GOOD,A010360,20,0,0,0,0,20000,0,0,1,0,0,0,,信用,否,自置,10,10,0,0
GOOD,A010361,20,0,0,0,1,165000,0,0,1,0,0,0,,保证,否,自置,4,2,0,13.333333333
GOOD,A010362,20,0,1,1,1,200000,0,1,0.95,3,0,0,3695.01,保证,否,自置,10,0.67,0,1.9100421101
GOOD,A010363,20,0,0.9,2,4,50000,0,1,0.96,4,0,3,7548.74,保证,否,自置,6,1,0,4.9090596696
GOOD,A010364,20,0,0,1,0,490341.3188,0,0,1,0,0,0,219.42,保证,否,自置,3,0.6,0,15
GOOD,A010365,20,0,0.22,3,4,100000,0,1,1,5,0,0,766.12,保证,否,自置,5,0.2,0,2.41818319
GOOD,A010366,20,0,0.19,3,2,92000,0,1,0.98,10,0,0,,抵押,否,自置,6,2.25,1.69,2.5787835221
GOOD,A010367,20,0,0,0,0,0,0,0,1,0,0,0,422.17,保证,否,自置,13,10,0,4.6
GOOD,A010368,20,0,0.02,1,2,10000,0,0,1,3,0,0,,保证,否,其他,8,0.67,0,0.8571428571
GOOD,A010369,20,0,0.34,0,0,490341.3188,0,0,1,4,1,0,857.74,保证,否,自置,3,0.27,0,1.1882552848
GOOD,A010370,20,0,0,1,1,0,1,0,0.94,0,0,0,,保证,否,自置,1,10,0,6.6666666667
GOOD,A010371,20,0,0.03,0,2,260000,1,1,0.99,1,0,0,,保证,否,自置,9,1,0,9.7859327217
GOOD,A010372,20,0,0.04,0,1,5000,0,0,1,3,0,0,247.74,保证,否,自置,11,2,0,20
GOOD,A010373,20,0,0.21,0,2,150000,0,0,1,2,0,0,,保证,否,自置,8,0.5,0,4.9574977196
GOOD,A010374,10/MISS,0,0.36,0,2,490341.3188,0,1,1,5,0,0,2238.82,保证,否,自置,0,0.46,0,2.723942089
GOOD,A010375,20,0,0.26,3,6,100000,0,3,0.98,14,1,0,8646.54,保证,否,其他,20,0.5,0,2.4868755145
GOOD,A010376,10/MISS,0,0,0,0,0,0,0,1,2,0,0,1813.91,保证,否,自置,1,10,0,6.6666666667
GOOD,A010377,20,0,0.16,0,3,30000,0,1,1,6,0,0,,保证,否,自置,2,0.4,0,1.8826536288
GOOD,A010378,20,0,0.61,0,1,30000,0,2,1,2,0,0,4738.94,保证,否,自置,28,1,0,1.4612646149
GOOD,A010379,20,0,0,1,1,30000,0,0,1,1,0,0,,保证,否,自置,3,10,0,7.5
GOOD,A010380,20,0,0.17,1,1,115000,0,3,1,2,0,0,1636.26,保证,否,自置,1,0.67,0,0
GOOD,A010381,20,0,0.5,1,6,290000,0,1,1,5,1,0,2446.24,保证,否,自置,9,0.5,0,0
GOOD,A010382,20,0,0.58,0,2,180000,0,1,1,2,0,0,,保证,否,自置,11,1,0,6.1943814343
GOOD,A010383,20,0,0.05,4,4,2000,0,0,1,3,0,0,,保证,否,自置,12,0.75,0,2.1201071422
GOOD,A010384,10/MISS,0,0,0,3,490341.3188,0,0,1,0,1,0,1132.15,保证,否,自置,0,0.18,0,0
GOOD,A010385,20,0,0.45,4,2,50000,0,1,0.98,6,0,0,1957.38,保证,否,自置,18,0.5,0,0
GOOD,A010386,20,0,0.89,0,1,3200,0,0,1,4,0,0,4651.51,保证,否,自置,5,2,0,4.6483312491
GOOD,A010387,20,0,0,1,2,100000,0,0,1,1,0,0,,保证,否,自置,11,1.67,0,0.7468296149
GOOD,A010388,20,0,0,0,1,100000,0,0,1,0,0,0,900.56,保证,否,自置,11,1,0,2.7272727273
GOOD,A010389,20,0,0.69,2,3,40000,0,1,1,4,0,0,,保证,否,自置,12,0.4,0,4.1079796135
GOOD,A010390,20,0,0.06,2,3,90000,0,0,1,5,0,0,,保证,否,自置,7,0.56,0,3.1729037645
GOOD,A010391,20,0,0,0,2,50000,0,0,1,0,0,0,,保证,否,自置,13,1,0,20
GOOD,A010392,20,0,0,0,0,0,0,0,1,1,0,0,,保证,否,自置,20,10,0,8
GOOD,A010393,20,0,0,0,2,50000,0,0,1,0,0,0,,保证,否,自置,13,1,0,20
GOOD,A010394,20,0,0,0,1,30000,0,0,1,0,0,0,,保证,否,自置,12,0.33,0,2.9750961995
GOOD,A010395,20,0,0,0,0,0,0,0,1,3,0,0,370.16,信用,否,其他,6,10,0,5.9995200384
GOOD,A010396,10/MISS,0,0.83,5,5,0,0,1,1,5,0,0,9022.83,保证,否,自置,3,10,0,2.4745955743
GOOD,A010397,20,0,0.05,0,2,30000,0,0,1,2,0,0,,保证,否,其他,20,2,0,6.2197100122
GOOD,A010398,20,0,0.06,1,1,340000,0,0,1,1,0,0,,信用,否,自置,8,0.33,0,0
GOOD,A010399,20,0,0.13,2,2,20000,0,0,1,2,0,0,,抵押,否,自置,11,10,2.11,5.5952308287
GOOD,A010400,20,0,0,0,2,0,0,0,1,0,0,0,,保证,否,自置,20,10,0,3.4766795036
GOOD,A010401,20,0,0.09,2,2,490341.3188,0,1,1,1,0,0,,保证,否,其他,5,1,0,2.8398463025
GOOD,A010402,10/MISS,0,0.5,0,0,100000,0,0,1,1,0,0,7534.74,保证,否,自置,3,1.5,0,6.1154470693
GOOD,A010403,20,0,0.26,1,1,50000,0,1,1,3,0,0,,保证,否,自置,5,0.27,0,2.583498451
GOOD,A010404,20,0,0.44,3,4,490341.3188,0,1,0.96,4,0,0,,保证,否,自置,17,1,0,3.8449575041
GOOD,A010405,20,0,0.01,1,2,200000,0,0,1,3,0,0,,保证,否,自置,4,1,0,1.4604128203
GOOD,A010406,20,0,0.05,2,2,69000,0,0,1,4,0,0,,保证,否,自置,13,0.91,0,1.5085218211
GOOD,A010407,20,0,0,0,1,50000,0,0,1,0,0,0,,保证,否,自置,1,1,0,1.825
GOOD,A010408,20,0,0.26,0,1,490341.3188,0,1,0.99,11,0,0,,信用,否,自置,11,0.13,0,0
GOOD,A010409,20,0,0.7,6,3,100000,0,1,1,5,0,0,,保证,否,自置,5,0.29,0,0.7386788237
GOOD,A010410,20,0,0.76,2,1,490341.3188,0,1,1,3,0,0,21123.89,保证,否,自置,4,0.4,0,0
GOOD,A010411,20,0,0.4,1,0,190000,0,0,1,4,0,0,,抵押,否,自置,1,1.85,3.54,2.6536516328
GOOD,A010412,20,0,0,0,1,0,0,0,1,0,0,0,,抵押,否,其他,1,10,2,0.5625
GOOD,A010413,20,0,0,2,2,15000,0,0,1,0,0,0,131.11,保证,否,自置,25,1,0,0.95
GOOD,A010414,20,0,0.05,2,2,300000,0,1,1,2,0,0,,保证,否,自置,19,0.6,0,1.2222554796
GOOD,A010415,20,0,0,1,0,80000,0,0,1,0,0,0,,保证,否,自置,4,1,0,0
GOOD,A010416,20,0,0.27,0,3,440000,1,2,0.98,3,0,0,,保证,否,自置,11,0.14,0,0
GOOD,A010417,20,0,0.11,1,3,490341.3188,0,0,1,1,0,0,,保证,否,自置,10,0.39,0,2.0996609922
GOOD,A010418,20,0,0.49,1,2,80000,0,3,1,8,0,0,3245.57,保证,否,自置,2,1.15,0,0
GOOD,A010419,20,0,0,0,1,490341.3188,0,0,1,2,0,0,,保证,否,自置,31,0.94,0,5.1086956522
GOOD,A010420,20,0,0,0,0,0,0,0,1,0,0,0,,保证,否,其他,3,10,0,4
GOOD,A010421,20,0,0,1,2,200000,0,0,1,1,0,0,,保证,否,自置,15,0.56,0,5.3571428571
GOOD,A010422,20,0,0.01,2,3,10000,0,0,1,5,0,0,,信用,否,自置,11,0.86,0,0
GOOD,A010423,20,0,0.26,0,0,0,0,0,1,1,0,0,,抵押,否,自置,2,10,1.43,12.332668117
GOOD,A010424,10/MISS,0,0,1,0,130000,1,0,0.83,0,0,0,3389.68,抵押,否,自置,14,1.15,2.33,1.5407752779
GOOD,A010425,20,0,0.65,0,4,150000,0,2,0.88,3,0,0,,抵押,否,自置,14,1.67,1.7,0
GOOD,A010426,20,0,0,3,2,30000,0,0,1,0,0,0,,保证,否,自置,4,1.16,0,2.5262594012
GOOD,A010427,20,0,0.05,0,2,120000,0,0,1,3,0,0,,信用,否,自置,11,0.12,0,0
GOOD,A010428,10/MISS,0,0.23,0,0,342000,0,0,1,3,0,0,,抵押,否,其他,0,0.23,1.5,20
GOOD,A010429,20,0,0,1,3,50000,0,0,1,0,0,0,,保证,否,自置,19,1,0,1.6666666667
GOOD,A010430,20,0,0.11,0,0,0,0,0,1,1,0,0,,抵押,否,自置,1,10,1.5,17.17542353
GOOD,A010431,20,0,0,1,4,270000,0,0,1,1,0,0,,抵押,否,自置,15,0.68,1.47,20
GOOD,A010432,20,0,0.29,1,3,420050,0,1,0.99,9,0,0,,抵押,否,自置,7,0.15,0,1.4521669411
GOOD,A010433,20,0,0.15,0,1,20000,0,0,1,4,0,0,,保证,否,自置,10,0.36,0,1.5262906018
GOOD,A010434,20,0,0.71,6,4,20000,0,2,0.98,6,0,0,7226.69,保证,否,自置,8,0.5,0,1.0624062797
GOOD,A010435,10/MISS,0,0.04,4,6,490341.3188,0,0,1,4,0,0,3488.52,抵押,否,自置,6,0.23,1.43,4.7925219025
GOOD,A010436,20,0,0,2,0,20000,0,0,1,0,0,0,447.59,保证,否,其他,13,3,0,4.0404040404
GOOD,A010437,20,0,1,0,0,300000,0,0,1,1,0,0,1225.26,保证,否,自置,1,1,0,2.7887312946
GOOD,A010438,20,0,0.17,0,1,350000,0,2,0.94,3,0,0,,抵押,否,自置,7,0.43,2.5,4.4665012407
GOOD,A010439,20,0,0.17,0,3,200000,1,1,0.99,10,0,0,,抵押,否,自置,5,2.5,0,2.922745281
GOOD,A010440,20,0,0.12,0,0,100000,0,0,1,3,0,0,,抵押,否,自置,4,1,1.52,4.5454545455
GOOD,A010441,20,0,0,2,1,350000,0,0,1,1,0,0,,保证,否,自置,13,2,0,0
GOOD,A010442,20,0,0,0,0,40000,0,0,1,0,0,0,,保证,否,自置,37,6,0,8.6666666667
GOOD,A010443,20,0,0.34,1,0,50000,0,0,1,4,0,0,,保证,否,自置,7,1,0,1.5177639088
GOOD,A010444,20,0,0.2,5,6,287860,0,2,1,5,0,0,16240.86,保证,否,自置,10,0.32,0,0
GOOD,A010445,20,0,0.03,0,0,0,0,0,1,2,0,0,,抵押,否,其他,4,10,1.5,9.8260364332
GOOD,A010446,20,0,0,1,2,15000,0,0,1,0,0,0,160.36,保证,否,其他,5,0.32,0,1.7142857143
GOOD,A010447,20,0,0,0,1,50000,0,0,1,0,0,0,,保证,否,自置,19,1,0,0.8769230769
GOOD,A010448,20,0,1,2,1,60000,0,0,1,1,0,0,1251.5,保证,否,自置,10,0.71,0,1.8776292677
GOOD,A010449,20,0,0,0,0,250000,0,0,1,0,0,0,,保证,否,自置,14,0.6,0,1.2861538462
GOOD,A010450,10/MISS,0,0.88,2,1,490341.3188,0,1,1,3,0,0,21123.89,保证,否,自置,5,0.4,0,0
GOOD,A010451,20,0,0,0,1,80000,0,0,1,0,0,0,,保证,否,自置,6,1,0,1.25
GOOD,A010452,20,0,0.22,0,2,50000,1,1,0.97,5,0,0,,保证,否,自置,9,0.4,0,3.1857617025
GOOD,A010453,10/MISS,0,0.09,0,0,20000,1,1,0.88,6,0,0,,保证,否,自置,11,0.37,0,3.6508737853
GOOD,A010454,20,0,0.23,1,1,490000,0,0,1,2,0,0,584.3,保证,否,自置,5,10,0,6.0874086889
GOOD,A010455,20,0,0.37,2,1,30000,0,0,1,6,0,0,436.08,抵押,否,自置,8,0.7,1.43,0.5810874955
GOOD,A010456,20,0,0.2,1,1,40000,0,0,1,3,0,0,,保证,否,自置,35,0.1,0,1.5079813339
GOOD,A010457,20,0,0.32,6,5,50000,0,1,1,11,0,0,,保证,否,自置,16,0.33,0,3.8927093046
GOOD,A010458,20,0,0.02,1,1,50000,0,0,1,2,0,0,,保证,否,自置,1,1,0,2.6451855556
GOOD,A010459,20,0,0.72,3,3,50000,0,1,1,2,0,0,3888.76,保证,否,自置,17,0.33,0,0.9553354356
GOOD,A010460,20,0,0.47,1,6,20000,0,0,1,11,0,0,1279.91,保证,否,自置,12,0.5,0,1.601823409
GOOD,A010461,10/MISS,0,0,0,0,0,0,0,1,1,0,0,,抵押,否,自置,2,10,0,13.6
GOOD,A010462,10/MISS,0,0,0,0,150000,0,0,1,1,0,0,,保证,否,自置,7,1,0,1
GOOD,A010463,20,0,0.27,0,1,350000,0,0,1,3,0,0,,抵押,否,自置,5,0.74,0,1.4866079495
GOOD,A010464,20,0,0,1,0,80000,0,0,1,0,0,0,,保证,否,自置,4,0.75,0,0
GOOD,A010465,20,0,0,1,2,40000,0,0,1,0,1,0,49.63,保证,否,自置,0,0.19,0,1.3249244793
GOOD,A010466,20,0,0.07,1,3,490341.3188,0,0,1,3,0,0,,保证,否,自置,6,0.32,0,1.8684393393
GOOD,A010467,20,0,0.39,0,0,173000,0,0,1,5,0,0,,抵押,否,自置,0,1.1,1.47,10.094614877
GOOD,A010468,20,0,0.19,2,2,300000,0,0,1,4,1,0,,抵押,否,自置,15,0.12,1.44,1.2745863552
GOOD,A010469,20,0,0,0,0,0,0,0,1,0,0,0,,抵押,否,其他,3,10,1,1.4285714286
GOOD,A010470,10/MISS,0,0.14,1,5,30000,0,1,0.95,0,0,0,4739.87,保证,否,自置,11,0.25,0,1.4243006712
GOOD,A010471,20,0,0.44,5,3,250000,0,0,1,5,0,1,1147.8,保证,否,自置,11,0.38,0,1.5492978605
GOOD,A010472,20,0,0.46,5,1,25000,0,2,0.98,0,0,0,14086.09,保证,否,自置,3,1,0,2.3091096453
GOOD,A010473,20,0,0,0,0,283000,0,0,1,1,0,0,,保证,否,自置,13,0.5,0,11.6
GOOD,A010474,20,0,0.31,2,2,321000,0,0,1,8,3,0,,保证,否,自置,5,0.29,0,2.1988229972
GOOD,A010475,20,0,0,1,1,320000,0,0,1,0,0,0,,抵押,否,自置,7,1,3.19,1.4018691589
GOOD,A010476,20,0,0,1,0,290000,0,0,1,0,0,0,,保证,否,自置,19,0.98,0,2.4829931973
GOOD,A010477,20,0,0.15,1,2,20000,0,0,1,5,0,0,,保证,否,自置,20,1,0,1.5552738456
GOOD,A010478,20,0,0.52,0,0,30000,0,1,0.97,4,0,0,1940.38,保证,否,其他,,1.43,0,3.566024952
BAD,A010479,20,1,0.27,5,5,490341.3188,0,0,1,12,2,1,,保证,否,自置,25,0.4,0,0
GOOD,A010480,20,0,0,0,0,95000,0,0,1,0,0,0,,保证,否,自置,9,0.83,0,0
GOOD,A010481,20,0,0,1,0,50000,0,0,1,1,0,0,723.51,保证,否,自置,0,1,0,1.1428571429
GOOD,A010482,20,0,0,0,0,30000,0,0,1,1,0,0,,保证,否,自置,13,0.83,0,20
GOOD,A010483,20,0,0.56,0,1,227000,0,0,1,3,0,0,,抵押,否,自置,7,0.84,1.21,1.1041220557
GOOD,A010484,20,0,0.48,1,3,8000,0,1,1,7,0,0,,抵押,否,自置,6,0.3,2,3.2578974926
GOOD,A010485,20,0,0.84,3,7,320000,0,1,1,5,1,0,3289.17,抵押,否,自置,11,0.26,2,1.6835658092
GOOD,A010486,20,0,1,0,6,490341.3188,0,1,1,3,0,1,,保证,否,自置,8,3.81,0,3.9107259481
GOOD,A010487,20,0,0.24,0,2,100000,0,0,1,7,1,0,,保证,否,其他,,0.43,0,1.948822017
GOOD,A010488,20,0,0.27,3,2,270000,0,0,1,5,1,0,,保证,否,自置,3,0.14,0,2.5731213976
GOOD,A010489,10/MISS,0,0.19,1,0,50000,0,0,1,2,0,0,,保证,否,其他,6,2,0,4.8722970932
GOOD,A010490,20,0,0.07,0,2,150000,0,1,1,3,1,0,,保证,否,自置,9,0.19,0,1.3294166673
GOOD,A010491,20,0,0.17,0,1,130000,0,0,1,3,0,0,,抵押,否,自置,11,0.75,0,0
GOOD,A010492,20,0,0.34,1,2,140000,0,1,0.95,1,0,0,,保证,否,自置,1,0.13,0,3.6326062739
GOOD,A010493,20,0,0.05,4,3,420000,0,1,0.98,2,0,0,1.89,保证,否,自置,7,0.21,0,1.5390297956
GOOD,A010494,20,0,0.27,0,2,440000,0,0,1,4,0,0,,保证,否,自置,25,0.25,0,2.4775760228
GOOD,A010495,20,0,0.2,2,4,250000,0,0,1,1,1,0,872.14,保证,否,自置,12,1.16,0,4.8414910084
GOOD,A010496,20,0,0.49,1,2,50000,0,1,1,6,0,2,16704.74,保证,否,自置,2,0.33,0,3.0177507874
GOOD,A010497,20,0,0.76,2,3,50000,0,0,1,8,0,2,1235.25,保证,否,自置,4,0.2,0,1.2847154059
GOOD,A010498,20,0,0.67,1,0,10000,0,0,1,1,0,0,1369.58,保证,否,自置,1,2,0,0.9796888726
GOOD,A010499,20,0,0,0,1,100000,0,0,1,2,0,0,585.29,保证,否,自置,8,10,0,5.89
GOOD,A010500,20,0,0,0,0,40000,0,0,1,0,0,0,,保证,否,自置,10,10,0,1.6666666667
GOOD,A010501,20,0,0.29,3,1,20000,0,0,1,3,1,0,,保证,否,自置,7,0.38,0,0.8199971971
GOOD,A010502,20,0,0,3,2,70000,0,0,1,2,0,0,,保证,否,自置,19,0.75,0,0
GOOD,A010503,20,0,0.25,0,2,135000,0,0,1,4,1,0,,保证,否,自置,4,0.67,0,0
GOOD,A010504,20,0,0,2,3,100000,0,0,1,2,0,0,,保证,否,自置,4,10,0,15
GOOD,A010505,20,0,0.45,0,1,80000,0,0,1,3,0,0,320.7,抵押,否,自置,7,1,1.67,1.873573742
GOOD,A010506,20,0,0.25,1,1,50000,0,1,1,7,0,0,1719.22,保证,否,自置,6,0.18,0,5.3941689034
GOOD,A010507,20,0,0.19,1,1,10000,0,0,1,4,1,0,,保证,否,自置,1,0.5,0,0
GOOD,A010508,20,0,0,1,2,52000,0,0,1,1,0,0,,保证,否,自置,3,10,0,7.803030303
GOOD,A010509,20,0,0,1,2,200000,0,0,1,0,0,0,,保证,否,自置,35,0.67,0,1.3125
GOOD,A010510,20,0,0,0,2,50000,0,0,1,0,1,0,31.62,保证,否,自置,19,0.48,0,0
GOOD,A010511,20,0,0.11,1,4,490341.3188,0,2,1,7,2,1,596.21,保证,否,自置,22,0.38,0,3.4602285445
GOOD,A010512,20,0,0.03,0,1,10000,0,0,1,7,0,0,,保证,否,自置,13,1.25,0,0
GOOD,A010513,20,0,0,0,1,0,0,0,1,0,0,0,,保证,否,自置,3,10,0,4.86
GOOD,A010514,20,0,0,0,1,100000,0,0,1,1,0,0,,保证,否,自置,15,1,0,6
GOOD,A010515,20,0,0.26,4,2,50000,0,0,1,4,1,0,,保证,否,自置,8,0.55,0,1.1297648782
GOOD,A010516,20,0,0.15,0,1,100000,0,0,1,1,0,0,49.18,保证,否,自置,1,0.8,0,7.9395290663
GOOD,A010517,10/MISS,0,0.35,0,1,8499,0,0,1,2,0,0,868.59,抵押,否,自置,9,0.5,0,4.5058278377
GOOD,A010518,20,0,0.32,0,4,1715,0,1,1,5,4,0,112.93,抵押,否,其他,,0.37,0,3.0651095282
GOOD,A010519,20,0,0,2,4,190000,0,0,1,1,0,0,,保证,否,自置,13,0.83,0,1.8181818182
GOOD,A010520,20,0,0,3,1,5000,0,0,1,1,0,0,,保证,否,自置,5,1.07,0,1.9526432624
GOOD,A010521,20,0,0.39,1,2,195000,0,1,1,5,0,0,883.86,抵押,否,自置,10,0.87,2,12.189225537
GOOD,A010522,20,0,0,0,0,150000,0,0,1,0,0,0,,保证,否,自置,15,1.33,0,2.3076923077
GOOD,A010523,20,0,0.31,0,3,50000,0,0,1,2,1,0,,保证,否,自置,14,0.17,0,1.6960529742
GOOD,A010524,10/MISS,0,0.15,1,3,50000,0,0,1,6,2,0,,保证,否,自置,6,0.67,0,2.1271631312
GOOD,A010525,20,0,0,1,0,10000,0,0,1,0,0,0,,保证,否,自置,15,1,0,2.5581395349
GOOD,A010526,20,0,0.36,0,0,8000,0,0,1,6,0,1,,保证,否,自置,9,2.5,0,3.0113504749
GOOD,A010527,20,0,0,0,1,100000,0,0,1,0,0,0,,保证,否,自置,20,2,0,6.4444444444
GOOD,A010528,20,0,0.36,1,7,358000,1,0,0.89,3,1,0,,抵押,否,自置,16,0.66,1.8,9.3364579346
GOOD,A010529,20,0,0.95,3,3,116200,0,2,0.99,5,0,2,2785.23,保证,否,自置,13,0.17,0,5.7161765892
GOOD,A010530,20,0,0,1,1,10000,0,0,1,0,0,0,,保证,否,自置,19,1,0,1.4871794872
GOOD,A010531,20,0,0.33,1,1,300000,1,8,0.97,7,0,0,,保证,否,自置,9,0.45,0,7.3662328938
GOOD,A010532,20,0,0.21,0,1,1000,0,0,1,8,0,0,647.51,保证,否,自置,8,10,0,20
GOOD,A010533,20,0,0.55,3,5,91000,0,0,1,7,0,0,25711.79,保证,否,自置,2,0.5,0,2.4444546568
GOOD,A010534,20,0,0.07,0,1,50000,0,0,1,3,0,0,,保证,否,自置,7,1,0,1.7361774234
GOOD,A010535,10/MISS,0,0,0,1,10000,0,0,1,0,3,0,,保证,否,自置,8,0.33,0,2.898037718
GOOD,A010536,20,0,0.02,2,1,60000,0,0,1,1,1,0,202.42,保证,否,自置,4,1,0,1.4022988506
GOOD,A010537,20,0,0.64,0,1,26000,0,0,1,5,0,0,,保证,否,自置,2,5,0,9.8900555491
GOOD,A010538,20,0,0.34,1,2,10000,0,2,0.99,14,0,2,1534.95,保证,否,自置,8,0.6,0,2.5484455039
GOOD,A010539,20,0,0.09,3,6,250000,0,2,1,4,1,0,3858.24,保证,否,自置,3,0.44,0,3.8441504524
GOOD,A010540,20,0,0,1,2,20000,0,0,1,0,0,0,,保证,否,自置,20,0.14,0,3.5179719715
GOOD,A010541,20,0,0,0,1,50000,0,0,1,0,0,0,,保证,否,自置,12,1.33,0,3.5714285714
GOOD,A010542,20,0,0,0,1,20000,0,0,1,0,0,0,,保证,否,自置,20,1.5,0,0
GOOD,A010543,10/MISS,0,0.8,0,0,0,0,0,1,4,0,0,9841.13,保证,否,自置,1,10,0,0
GOOD,A010544,20,0,0.27,5,6,200000,0,0,1,4,0,0,1300.93,保证,否,自置,12,0.2,0,1.7297991593
GOOD,A010545,20,0,0.49,1,0,35000,0,1,1,6,0,0,2578.04,保证,否,其他,,1.5,0,1.5050091722
GOOD,A010546,20,0,0.56,4,3,32000,0,0,1,9,1,2,,保证,否,自置,10,0.17,0,2.109215161
GOOD,A010547,20,0,0.74,2,3,40000,0,1,0.89,4,0,0,1048.7,保证,否,自置,15,0.6,0,2.568497149
GOOD,A010548,20,0,0.44,2,2,40000,0,1,1,3,0,0,1508.37,保证,否,自置,2,0.8,0,1.6485531885
GOOD,A010549,20,0,0.19,0,1,0,0,0,1,3,0,0,,保证,否,自置,8,10,0,17.115667682
GOOD,A010550,10/MISS,0,0.51,0,1,0,0,0,1,5,0,2,1698.97,保证,否,自置,7,10,0,2.405272357
GOOD,A010551,20,0,0.16,1,3,190000,0,0,1,3,1,0,,保证,否,其他,2,0.65,0,2.3432065317
GOOD,A010552,20,0,0,1,1,6000,0,0,1,0,0,0,811.35,抵押,否,自置,6,8,2,1.5536723164
GOOD,A010553,20,0,0,0,2,10000,0,0,1,0,0,0,301.41,保证,否,自置,6,0.5,0,1.2545454545
GOOD,A010554,20,0,0.04,5,2,400000,1,2,0.86,4,1,0,0,保证,否,自置,15,0.14,0,1.3222976837
BAD,A010555,20,1,0.84,4,4,95000,0,0,1,4,0,2,1689.85,保证,否,自置,7,0.4,0,2.7334119413
GOOD,A010556,20,0,0.56,0,0,50000,0,0,1,3,0,0,,保证,否,自置,10,0.5,0,2.7095594684
GOOD,A010557,20,0,0,1,1,100000,0,0,1,0,0,0,,保证,否,自置,6,10,0,4.4444444444
GOOD,A010558,20,0,0.4,1,6,3000,0,0,1,5,0,0,1888.03,保证,否,其他,6,2,0,0
GOOD,A010559,20,0,0.24,2,1,380000,0,0,1,7,0,0,107.73,保证,否,自置,6,0.33,0,1.7390386942
GOOD,A010560,20,0,0.85,1,2,470000,0,1,1,5,1,0,,保证,否,自置,18,0.75,0,5.6162033747
GOOD,A010561,20,0,0.49,5,2,150000,0,3,0.91,5,0,0,13332.79,保证,否,自置,13,0.5,0,2.3165945648
GOOD,A010562,20,0,0.02,1,3,30000,0,0,1,2,0,0,,保证,否,自置,20,2,0,2.1534527782
GOOD,A010563,10/MISS,0,0.77,5,4,93000,0,0,1,6,0,2,6356.65,保证,否,自置,5,0.3,0,0
GOOD,A010564,20,0,0.81,0,1,10000,0,0,1,2,0,0,2483.67,保证,否,自置,2,3,0,5.9389360542
GOOD,A010565,20,0,0.23,1,1,0,0,0,0.95,4,0,0,,保证,否,自置,17,10,0,2.0010163578
GOOD,A010566,20,0,0.11,1,5,490341.3188,0,1,1,2,0,0,,保证,否,自置,6,1,0,1.7614049749
GOOD,A010567,20,0,0.1,0,1,80000,0,1,1,6,0,0,129.64,抵押,否,自置,16,0.75,0.57,6.6856241253
GOOD,A010568,20,0,0.07,1,1,100000,0,0,1,2,1,0,,保证,否,自置,8,0.71,0,1.5292402499
GOOD,A010569,20,0,0.5,0,3,2000,1,1,0.97,7,0,1,2707.9,保证,否,自置,2,1,0,10.407451735
GOOD,A010570,20,0,0.82,0,1,0,0,0,0.81,3,0,1,622.42,保证,否,自置,12,10,0,5.5377118175
GOOD,A010571,20,0,0,0,1,20000,0,0,1,1,0,0,,保证,否,自置,21,0.31,0,0
GOOD,A010572,20,0,0.07,3,1,100000,0,0,1,2,0,0,,保证,否,自置,11,0.6,0,0
GOOD,A010573,20,0,0.35,2,1,180000,0,0,1,10,0,1,,保证,否,自置,2,6.67,0,17.177654162
GOOD,A010574,10/MISS,0,0,0,1,100000,0,0,1,0,0,0,64.74,保证,否,自置,9,0.6,0,6
GOOD,A010575,20,0,0.07,0,0,0,0,0,1,1,0,0,759.91,保证,否,自置,6,10,0,13
GOOD,A010576,20,0,0,0,0,0,0,0,1,0,0,0,,保证,否,自置,1,10,0,7.6521047114
GOOD,A010577,20,0,0.12,0,2,70000,0,0,0.92,7,0,0,,保证,否,自置,6,1.2,0,12.582929369
GOOD,A010578,20,0,0,0,3,100000,0,0,1,0,0,0,,保证,否,自置,20,1.05,0,3.7713837458
GOOD,A010579,20,0,0.06,1,1,233000,0,1,1,2,0,0,732.26,保证,否,自置,6,1,0,1.9433500505
BAD,A010580,20,1,0,0,0,0,0,0,1,0,0,0,,保证,否,自置,2,10,0,16.8
GOOD,A010581,10/MISS,0,0.51,0,5,1000,0,0,1,8,0,2,22243.85,保证,否,自置,2,10,0,6.503952235
GOOD,A010582,20,0,0.08,0,3,217000,0,0,1,4,0,0,,保证,否,自置,7,0.4,0,7.0640725509
