bad_flag_desc,ID,MARRIAGE_STAT2,bad_flag,creditcard_usage,vouch_query_cnt_12,loan_query_cnt_12,least_limit_loan,most_due_time_loan_credit,most_due_time_loan_credit_24,pay_time_rate_loan_credit_6,creditcard_industry_cnt,house_loan_cnt,usage_more_100_creditcard_cnt,avg_deposit_6,Vouch_Name,vehicle_loan_due_3,LIVESTAT_CD2,workyear2,due_to_loan_balance,credit_due_to_loan_balance,asset_to_line
GOOD,A000723,20,0,0.38,0,7,30000,0,1,0.95,5,0,2,,保证,否,自置,3,0.2,0,3.4770353406
GOOD,A000724,20,0,0.53,1,1,150000,0,2,0.98,7,0,0,289.95,保证,否,自置,11,1,0,4.8672898652
GOOD,A000725,10/MISS,0,0,0,0,0,0,0,1,0,0,0,,保证,否,自置,4,10,0,5.94
BAD,A000726,10/MISS,1,0,0,0,0,0,0,1,0,0,0,,保证,否,自置,2,10,0,2.75
GOOD,A000727,20,0,0,2,6,1000,0,0,1,1,0,0,,保证,否,自置,4,0.5,0,1.1322053549
GOOD,A000728,20,0,0.87,1,3,45000,0,0,1,1,0,0,768.77,保证,否,自置,2,1,0,1.0560051493
GOOD,A000729,20,0,0.53,2,5,6000,0,1,0.98,6,0,0,,保证,否,其他,12,1,0,2.7111291853
GOOD,A000730,10/MISS,0,1,0,0,0,1,0,0.94,4,0,1,,保证,否,自置,8,10,0,20
GOOD,A000731,10/MISS,0,0,0,0,0,0,0,1,0,0,0,,保证,否,自置,1,10,0,3
GOOD,A000732,10/MISS,0,0,0,1,60000,0,0,1,0,0,0,351.76,保证,否,自置,16,2.5,0,1.9047619048
GOOD,A000733,10/MISS,0,0,0,0,0,0,0,1,0,0,0,500.44,保证,否,自置,1,10,0,20
GOOD,A000734,20,0,0.15,2,4,242000,0,0,1,2,1,0,,保证,否,自置,3,0.21,0,3.1598519194
GOOD,A000735,20,0,0.63,2,3,50000,0,0,1,3,0,2,142.26,保证,否,自置,6,1.33,0,0
BAD,A000736,10/MISS,1,0.53,2,10,200000,0,0,1,6,0,1,981.86,保证,否,自置,2,1.33,0,5.0567468127
GOOD,A000737,20,0,0.95,0,1,110000,1,1,0.92,2,0,1,,保证,否,自置,2,0.56,0,4.2831872053
GOOD,A000738,20,0,0.89,0,0,350000,0,2,0.98,1,0,0,,保证,否,自置,10,0.83,0,8.4594973367
GOOD,A000739,20,0,0.37,1,6,14000,0,1,1,7,0,1,,保证,否,自置,2,0.97,0,4.5140690029
GOOD,A000740,20,0,0.58,1,3,70000,0,0,1,8,0,1,,保证,否,自置,4,1,0,1.722357563
GOOD,A000741,20,0,1,2,3,0,0,0,1,2,0,0,,保证,否,自置,4,10,0,1.4662160496
GOOD,A000742,10/MISS,0,0.68,0,2,0,1,1,0.97,4,0,0,,保证,否,自置,5,10,0,5.3827085749
GOOD,A000743,20,0,0.11,1,4,100000,0,4,0.89,3,0,0,2030.61,保证,否,自置,3,1,0,1.9704904133
GOOD,A000744,20,0,0.69,1,0,490341.3188,0,0,1,4,0,0,856.02,信用,否,自置,8,0.33,0,0
GOOD,A000745,20,0,0,0,0,50000,0,0,1,0,0,0,,保证,否,自置,2,0.07,0,0
GOOD,A000746,10/MISS,0,0,0,1,30000,0,0,1,0,0,0,,信用,否,自置,7,1.25,0,0
GOOD,A000747,20,0,0.19,0,1,10000,0,0,1,3,0,0,,信用,否,其他,5,1.5,0,0
GOOD,A000748,20,0,0.17,2,6,490341.3188,0,0,1,8,0,0,,保证,否,自置,7,0.43,0,0
GOOD,A000749,20,0,0.16,0,3,490341.3188,0,3,0.99,7,0,0,,信用,否,自置,5,0.04,0,0
GOOD,A000750,20,0,0,3,5,490341.3188,0,1,1,5,0,0,,保证,否,自置,2,0.23,0,20
GOOD,A000751,20,0,0,0,0,0,0,0,1,1,0,0,,信用,否,自置,11,10,0,0
GOOD,A000752,20,0,0.41,0,1,0,0,0,1,7,0,0,,信用,否,其他,7,10,0,0
GOOD,A000753,20,0,0.64,0,0,100000,0,0,1,3,0,0,,信用,否,其他,6,0.5,0,0
GOOD,A000754,10/MISS,0,0.94,0,2,500,0,0,1,1,0,0,,保证,否,自置,3,0.67,0,3.6701422914
GOOD,A000755,20,0,0.69,1,2,6900,1,3,0.94,4,0,0,,保证,否,自置,8,1,0,2.0081415351
GOOD,A000756,10/MISS,0,0.02,0,4,200000,0,1,0.93,2,0,0,,保证,否,其他,2,0.4,0,1.653681866
GOOD,A000757,20,0,0.82,2,3,40000,0,1,1,6,0,3,,保证,否,自置,8,0.83,0,1.9009883782
GOOD,A000758,10/MISS,0,0.4,1,5,2080,0,0,1,4,0,0,185.27,保证,否,自置,3,3.33,0,8.924018358
GOOD,A000759,20,0,0.59,2,4,100000,0,0,1,2,0,0,,保证,否,自置,14,0.33,0,16.707485475
GOOD,A000760,10/MISS,0,0.33,3,2,100000,0,0,1,4,0,1,,保证,否,自置,4,0.38,0,2.8180566587
GOOD,A000761,20,0,0.93,0,2,100000,1,2,0.9,1,0,0,3054.96,保证,否,自置,26,10,0,6.3306765594
GOOD,A000762,20,0,0.78,0,0,50000,0,0,1,2,0,0,,保证,否,自置,2,3,0,2.6425033884
GOOD,A000763,20,0,0.76,4,1,3900,0,2,0.96,7,0,1,,保证,否,自置,11,0.4,0,1.8485292498
GOOD,A000764,10/MISS,0,0,2,1,10000,0,0,1,0,0,0,,保证,否,自置,2,1,0,2.7272727273
GOOD,A000765,10/MISS,0,0.42,0,2,40000,0,1,1,10,0,0,,保证,否,自置,2,0.33,0,5.5978086445
GOOD,A000766,20,0,0.17,1,2,50000,0,1,0.98,3,1,0,651.74,保证,否,自置,4,0.44,0,1.3548494372
GOOD,A000767,20,0,0.56,0,14,45800,0,0,1,5,0,0,2302.35,保证,否,其他,4,1,0,4.7767784875
GOOD,A000768,10/MISS,0,0.33,0,7,20000,0,0,1,7,0,0,,保证,否,自置,22,0.36,0,0
GOOD,A000769,20,0,0.56,1,2,140000,0,0,1,2,0,0,,保证,否,自置,6,1,0,5.1429619495
GOOD,A000770,20,0,0,0,0,490341.3188,0,0,0.83,0,0,0,,保证,否,自置,2,0.2,0,1.1764705882
GOOD,A000771,20,0,0.44,2,3,490341.3188,0,0,1,5,0,0,,保证,否,自置,1,0.56,0,1.1651926089
GOOD,A000772,20,0,0.23,2,7,10000,0,0,1,1,0,0,,保证,否,自置,3,0.4,0,1.572888549
GOOD,A000773,20,0,0.46,1,3,70000,0,0,1,8,0,0,,保证,否,自置,0,0.63,0,0
BAD,A000774,20,1,0.72,2,2,200000,0,1,0.99,5,0,0,,保证,否,自置,0,10,0,8.0428338351
GOOD,A000775,20,0,0.43,0,2,120000,0,0,1,10,0,0,,保证,否,自置,4,1.25,0,0
GOOD,A000776,20,0,0,1,2,48000,0,0,1,0,0,0,,信用,否,自置,6,0.33,0,0
GOOD,A000777,20,0,0.29,2,5,490341.3188,0,0,1,6,0,0,,保证,否,自置,4,1,0,3.4275686199
GOOD,A000778,20,0,0.42,1,2,50000,0,4,0.88,3,0,0,285.89,保证,否,自置,5,1.5,0,1.9632822589
GOOD,A000779,20,0,0.49,0,4,90000,0,0,1,6,0,0,,保证,否,其他,,0.57,0,0
GOOD,A000780,20,0,0.46,1,1,20000,0,0,1,2,0,0,,保证,否,自置,0,0.8,0,2.8529708504
GOOD,A000781,20,0,0.6,5,4,30000,0,1,1,5,0,0,,保证,否,自置,15,0.4,0,0
GOOD,A000782,20,0,0.15,1,3,280000,1,1,0.97,6,0,0,,保证,否,自置,5,0.5,0,6.9314290144
GOOD,A000783,20,0,0.46,4,1,60000,0,0,1,3,0,2,61.41,保证,否,自置,12,0.83,0,0.6632248455
GOOD,A000784,10/MISS,0,0.25,0,1,100000,0,0,1,5,0,0,,抵押,否,自置,3,2,1,1.4367300025
GOOD,A000785,20,0,0.65,0,0,166000,7,7,0.76,6,1,4,,保证,否,自置,21,0.14,0,0
GOOD,A000786,10/MISS,0,0,1,1,490341.3188,0,1,0.94,0,0,0,38.63,抵押,否,自置,2,10,2.08,20
GOOD,A000787,20,0,0,1,0,5000,0,0,1,1,0,0,,保证,否,自置,3,2.5,0,0
GOOD,A000788,20,0,0.42,1,4,90900,0,2,0.99,9,2,3,,保证,否,自置,17,0.23,0,0
GOOD,A000789,20,0,0.49,0,2,300000,0,2,0.94,1,1,1,,保证,否,自置,8,0.19,0,12.203451431
GOOD,A000790,20,0,1,0,2,5500,1,1,0.92,6,0,1,,保证,否,自置,5,1,0,0
GOOD,A000791,20,0,0.53,0,3,300000,0,0,1,3,0,0,,保证,否,其他,1,0.6,0,1.7928676343
GOOD,A000792,10/MISS,0,0.45,0,1,50000,0,0,1,4,0,0,,保证,否,其他,6,0.6,0,3.324737041
GOOD,A000793,20,0,0,1,0,100000,0,0,1,1,0,0,132.3,信用,否,自置,7,0.33,0,0
GOOD,A000794,20,0,0,1,6,10000,0,0,1,2,1,0,,信用,否,自置,6,0.18,0,0
GOOD,A000795,20,0,0.43,1,5,888,0,0,1,7,0,0,,保证,否,自置,4,1.25,0,3.7378519811
GOOD,A000796,20,0,0.8,2,2,40000,0,0,1,3,0,0,,保证,否,其他,6,0.5,0,1.4089229911
GOOD,A000797,20,0,0.25,4,8,1000,0,0,1,7,1,1,,保证,否,自置,4,0.14,0,1.4772939914
GOOD,A000798,20,0,0.85,0,3,130000,0,1,1,9,0,4,,保证,否,自置,5,0.75,0,2.2293561619
GOOD,A000799,20,0,0.56,1,1,100000,0,0,1,2,0,0,101.14,保证,否,自置,0,1,0,3.0216758025
GOOD,A000800,20,0,0.42,1,6,100000,0,1,0.98,8,0,2,,保证,否,自置,8,0.3,0,1.5222733969
GOOD,A000801,20,0,0,1,2,300000,0,0,1,0,0,0,747.63,保证,否,自置,2,1.67,0,1.5238095238
GOOD,A000802,10/MISS,0,0.63,2,5,20000,0,0,1,5,1,0,313.41,保证,否,自置,2,0.19,0,0.1828608449
GOOD,A000803,10/MISS,0,0.48,1,2,18000,0,0,1,2,0,0,550.68,保证,否,自置,31,1,0,1.5433744976
GOOD,A000804,20,0,1,1,2,30000,0,0,1,1,0,1,426.42,保证,否,自置,16,0.43,0,2.1862155983
GOOD,A000805,20,0,0.16,0,1,50000,0,0,1,4,0,1,,保证,否,自置,16,1,0,0
GOOD,A000806,20,0,0.33,2,6,80000,0,1,0.97,6,0,1,,保证,否,自置,11,0.5,0,3.6412244096
GOOD,A000807,20,0,1,0,3,50000,0,0,1,3,0,0,,保证,否,自置,3,3,0,2.7660331134
GOOD,A000808,20,0,0.29,1,4,1300,0,1,0.97,9,0,1,,保证,否,自置,7,1,0,2.1108903472
GOOD,A000809,20,0,0.48,0,2,490341.3188,0,1,1,6,0,0,,保证,否,自置,2,0.4,0,1.3630644961
GOOD,A000810,20,0,0.83,3,8,5000,0,0,1,5,0,2,,保证,否,自置,6,0.5,0,2.3360632569
GOOD,A000811,20,0,0.23,1,3,0,1,1,0.96,4,0,0,,保证,否,其他,,10,0,2.5204550368
GOOD,A000812,20,0,0.36,0,1,160000,0,1,1,5,0,0,,保证,否,自置,3,1.33,0,1.2329400483
GOOD,A000813,20,0,0.31,1,1,215000,0,1,0.97,8,0,0,,保证,否,自置,29,1.5,1.67,1.616538136
GOOD,A000814,20,0,0.45,8,8,50000,0,0,1,4,0,0,,保证,否,自置,15,0.19,0,1.1576114353
GOOD,A000815,20,0,0,0,1,30000,0,0,1,0,0,0,,信用,否,自置,2,10,0,0
GOOD,A000816,20,0,0.07,0,0,0,0,0,1,1,0,0,,信用,否,其他,8,10,0,0
GOOD,A000817,20,0,0.19,7,3,74000,0,3,0.98,12,0,0,,保证,否,自置,9,0.33,0,0
GOOD,A000818,20,0,0,0,1,30000,0,1,0.89,0,0,0,97.78,保证,否,自置,5,10,0,16.221207357
GOOD,A000819,20,0,1,4,6,264000,0,0,1,3,0,0,,保证,否,自置,3,0.23,0,0
GOOD,A000820,20,0,1,3,3,100000,0,0,1,1,0,0,,保证,否,自置,20,0.5,0,5.1731536838
GOOD,A000821,20,0,0.57,0,0,50000,0,0,1,5,0,0,,信用,否,其他,6,1,0,0
GOOD,A000822,10/MISS,0,0.22,4,1,50000,0,0,1,4,0,0,,保证,否,自置,1,2,0,7.0328983355
GOOD,A000823,20,0,0.11,1,1,20000,0,0,1,3,0,0,,信用,否,自置,,0.17,0,0
GOOD,A000824,10/MISS,0,0,0,0,0,0,0,1,0,0,0,,保证,否,其他,1,10,0,2.3333333333
GOOD,A000825,10/MISS,0,0.29,2,1,0,0,0,1,1,0,0,,保证,否,自置,5,10,0,5.1
GOOD,A000826,20,0,0.43,1,3,16000,0,1,0.96,5,0,0,,保证,否,自置,6,0.33,0,0
GOOD,A000827,20,0,0.41,1,2,50000,0,1,0.97,6,1,0,,保证,否,其他,,0.11,0,0
GOOD,A000828,20,0,0.2,0,5,50000,0,0,1,5,0,0,,信用,否,自置,20,0.3,0,0
GOOD,A000829,20,0,0.35,2,4,50000,0,1,1,9,2,0,0.05,保证,否,自置,2,0.37,0,2.0660337441
GOOD,A000830,20,0,0,0,0,50000,0,0,1,0,0,0,,信用,否,自置,27,1,0,0
GOOD,A000831,10/MISS,0,0.13,1,1,150000,0,0,1,1,0,0,31.71,保证,否,自置,10,0.75,0,0
GOOD,A000832,20,0,0.47,4,7,90000,0,2,0.98,4,1,1,7423.59,保证,否,自置,9,0.29,0,0
GOOD,A000833,20,0,0.44,7,3,51000,1,2,0.99,6,0,3,,保证,否,自置,19,0.13,0,0
GOOD,A000834,10/MISS,0,0.12,2,3,450000,0,0,1,10,0,0,,保证,否,其他,,0.56,0,4.0538243256
GOOD,A000835,20,0,0.41,0,1,350000,0,0,0.97,4,0,0,483.69,保证,否,自置,2,1.2,0,10.182625386
GOOD,A000836,10/MISS,0,0.69,2,6,100000,0,0,1,3,0,0,,抵押,否,其他,13,0.16,2,1.8357592755
GOOD,A000837,10/MISS,0,0,1,0,30000,0,0,1,0,0,0,,保证,否,自置,3,1,0,4.1304347826
GOOD,A000838,20,0,0.75,2,3,50000,0,0,1,6,0,1,,保证,否,自置,4,0.4,0,4.604301707
GOOD,A000839,10/MISS,0,0.33,0,3,10000,0,1,1,4,0,0,145.62,保证,否,自置,7,2,0,1.3036279967
GOOD,A000840,20,0,0.33,3,4,74000,0,0,1,7,0,1,,保证,否,自置,16,2,0,2.3694576904
GOOD,A000841,10/MISS,0,0,1,0,0,0,0,1,0,0,0,0,抵押,否,自置,1,10,3,2
GOOD,A000842,20,0,0.46,0,3,3000,0,0,1,10,0,0,,保证,否,自置,3,10,0,2.5388560376
GOOD,A000843,10/MISS,0,0.25,2,0,0,0,0,1,5,0,0,0,保证,否,自置,1,10,0,4.7971063854
GOOD,A000844,20,0,0.02,2,1,130000,1,1,0.77,4,0,0,315.29,保证,否,自置,16,2.14,0,2.0845890501
GOOD,A000845,20,0,1,0,2,20000,0,0,1,1,0,1,442.01,保证,否,自置,0,0.75,0,2.7993225639
GOOD,A000846,20,0,0.19,1,2,159972,0,2,0.98,4,0,1,,保证,否,自置,6,4,0,15.252737866
GOOD,A000847,20,0,0.68,0,0,30000,0,1,1,6,0,1,,信用,否,自置,5,1.67,0,0
GOOD,A000848,20,0,0.44,6,5,121000,0,0,1,1,1,0,,保证,否,自置,7,0.14,0,2.5252818593
GOOD,A000849,10/MISS,0,0.44,0,2,50000,0,0,1,13,0,1,,保证,否,自置,7,0.28,0,1.3809829657
GOOD,A000850,20,0,0.45,1,3,60000,0,1,0.93,8,0,1,,保证,否,自置,2,0.33,0,5.1419345329
GOOD,A000851,20,0,0.7,0,2,40000,0,1,0.97,4,1,4,,信用,否,自置,12,0.31,0,0
GOOD,A000852,20,0,0.47,0,2,93900,1,2,0.97,6,1,0,,保证,否,自置,2,0.13,0,2.34354156
GOOD,A000853,20,0,0.59,1,1,150000,0,0,1,1,0,0,,保证,否,自置,2,1,0,5.806976114
GOOD,A000854,10/MISS,0,0.11,0,0,0,0,0,0.89,2,0,0,,保证,否,自置,3,10,0,9.9933305381
GOOD,A000855,20,0,0.41,2,5,0,0,0,1,5,0,0,,保证,否,自置,5,10,0,0.7505774375
GOOD,A000856,20,0,0.4,2,4,25000,0,1,1,9,0,0,,保证,否,自置,5,0.67,0,2.701593343
GOOD,A000857,10/MISS,0,0.31,0,2,490341.3188,0,0,1,4,0,0,,保证,否,自置,2,0.11,0,0
GOOD,A000858,20,0,0,2,3,40000,0,0,1,0,0,0,,保证,否,自置,2,3,0,1
GOOD,A000859,20,0,0.23,1,3,240000,0,4,1,5,0,0,,抵押,否,自置,14,0.32,1,6.1651663477
GOOD,A000860,20,0,0.6,2,6,20000,0,0,1,4,0,0,,保证,否,自置,11,0.4,0,1.709624607
GOOD,A000861,20,0,0,0,1,40000,0,0,1,1,0,0,271.9,信用,否,自置,5,0.36,0,4.2105263158
GOOD,A000862,20,0,0,2,0,200000,0,0,1,2,0,0,,信用,否,自置,5,0.5,0,0
GOOD,A000863,10/MISS,0,0,1,1,0,0,0,1,0,0,0,,保证,否,自置,15,10,0,0
GOOD,A000864,20,0,0.54,0,2,60000,0,1,1,6,0,0,,保证,否,自置,4,0.68,0,4.0873698809
GOOD,A000865,20,0,0.33,7,6,80000,0,2,0.98,12,0,0,,保证,否,自置,12,0.34,0,0
GOOD,A000866,10/MISS,0,0,0,0,400000,0,0,1,0,0,0,,抵押,否,自置,2,1,1.68,1.0625
GOOD,A000867,20,0,0.69,2,3,46000,0,0,1,4,0,0,,保证,否,自置,8,1,0,2.9066979911
GOOD,A000868,20,0,0.75,1,2,110000,0,0,1,4,0,0,333.79,保证,否,自置,10,1,0,1.9433205964
BAD,A000869,20,1,0.86,0,2,30000,0,0,1,7,0,0,105.22,保证,否,自置,3,0.5,0,2.5613077468
GOOD,A000870,20,0,0.53,4,4,20000,1,1,0.98,6,0,0,,保证,否,自置,7,0.6,0,1.3953911645
BAD,A000871,20,1,0,0,1,100000,0,0,1,0,0,0,,抵押,否,自置,2,1.67,2.06,20
BAD,A000872,20,1,0,0,1,100000,0,0,1,0,0,0,,抵押,否,自置,2,1.8,2.34,20
BAD,A000873,20,1,0,0,1,100000,0,0,1,0,0,0,,抵押,否,自置,2,1.53,2.28,20
GOOD,A000874,10/MISS,0,0.2,0,3,490341.3188,0,1,0.97,5,2,1,215.58,保证,否,自置,2,0.23,0,1.1470598924
GOOD,A000875,20,0,0.47,3,8,138000,0,2,0.98,5,0,0,9462.02,保证,否,自置,6,0.75,0,3.7159920372
GOOD,A000876,20,0,0,1,1,100000,0,0,1,0,0,0,,保证,否,自置,2,0.8,0,7.8214285714
GOOD,A000877,20,0,0.5,3,2,183900,0,3,0.93,8,1,1,,保证,否,自置,3,0.14,0,1.1296947627
GOOD,A000878,20,0,0.22,2,3,150000,0,0,1,4,0,1,,保证,否,自置,7,0.2,0,3.0541210613
GOOD,A000879,20,0,0.72,2,2,200000,0,0,1,2,0,0,,保证,否,自置,10,0.75,0,3.8420236707
GOOD,A000880,20,0,0.85,1,2,100000,0,0,1,4,0,0,160.84,保证,否,自置,3,1,0,3.6420010125
GOOD,A000881,10/MISS,0,0.9,0,5,20000,3,3,0.91,4,0,2,1090.37,保证,否,自置,11,0.42,0,4.4595951758
GOOD,A000882,10/MISS,0,0.27,0,2,1000,0,1,1,4,0,0,274.91,保证,否,自置,6,1,0,3.5920733275
GOOD,A000883,20,0,0.19,0,4,250000,0,1,0.98,1,0,0,,保证,否,自置,6,1,0,4.1213155771
GOOD,A000884,20,0,0.49,2,1,18500,0,1,0.99,7,0,2,348.2,保证,否,自置,3,0.83,0,3.5747666356
GOOD,A000885,20,0,0.52,0,0,80000,0,0,1,3,0,0,,保证,否,自置,7,1.25,0,7.5021881382
GOOD,A000886,20,0,0.55,1,1,150000,0,1,1,7,0,2,,保证,否,自置,6,0.25,0,8.2795507516
GOOD,A000887,20,0,0.77,2,3,70000,0,0,1,9,0,1,,保证,否,自置,5,1,0,9.0498283549
GOOD,A000888,20,0,0.16,0,1,20000,0,0,1,1,0,0,,信用,否,其他,25,0.83,0,0
GOOD,A000889,20,0,0.91,0,6,3550,0,0,1,1,0,0,,保证,否,自置,10,2,0,1.9557033198
GOOD,A000890,20,0,0.57,0,2,100000,0,1,1,4,0,1,,保证,否,自置,8,0.33,0,1.7266818097
GOOD,A000891,10/MISS,0,0,3,0,0,0,0,1,0,0,0,,保证,否,自置,20,10,0,2.1333333333
GOOD,A000892,20,0,0.43,3,4,10000,0,2,1,6,1,0,517.15,保证,否,自置,8,0.22,0,2.6630287158
GOOD,A000893,20,0,0.2,3,4,90000,0,0,1,2,0,0,,保证,否,自置,2,1.2,0,2.798468992
GOOD,A000894,20,0,0.39,0,0,50000,0,1,0.95,2,0,0,,保证,否,自置,2,2.5,0,1.7180944924
GOOD,A000895,20,0,0.77,0,3,5000,0,1,0.98,6,0,2,766.72,保证,否,自置,7,1.54,0,4.6255529249
GOOD,A000896,20,0,0.59,2,2,40000,0,0,1,3,0,0,,保证,否,自置,9,1,0,3.1923559587
BAD,A000897,20,1,0.3,2,3,400000,0,1,1,5,0,0,,保证,否,自置,10,0.14,0,1.9205767218
GOOD,A000898,20,0,0.94,3,3,741,0,0,1,6,0,1,211.74,保证,否,自置,3,0.5,0,4.6572605528
GOOD,A000899,20,0,0.21,0,3,0,0,1,1,8,0,0,,保证,否,自置,3,10,0,4.1026320184
BAD,A000900,20,1,0.47,0,2,50000,0,1,1,3,0,0,,信用,否,自置,4,0.5,0,0
GOOD,A000901,20,0,0.48,0,1,410000,1,4,0.96,5,0,0,3984.57,保证,否,自置,1,0.38,0,0
GOOD,A000902,10/MISS,0,0,0,0,0,0,0,1,0,0,0,,保证,否,自置,4,10,0,3.35
GOOD,A000903,10/MISS,0,0.39,0,1,50000,0,0,1,3,0,0,,保证,否,自置,10,1,0,2.2567485461
GOOD,A000904,20,0,1,0,2,40000,0,0,1,2,0,0,,信用,否,自置,5,0.29,0,0
GOOD,A000905,20,0,0.27,11,2,100000,0,1,0.98,11,0,0,,保证,否,自置,14,0.57,0,0
GOOD,A000906,20,0,1,0,1,340000,1,0,0.97,3,0,0,,抵押,否,其他,8,0.85,2.02,20
GOOD,A000907,20,0,0.37,0,4,5000,1,1,0.95,4,0,0,2638.35,保证,是,其他,,1.03,0,0
GOOD,A000908,20,0,0.01,0,2,200000,0,0,1,2,0,0,,保证,否,其他,3,0.5,0,0
GOOD,A000909,20,0,0.32,4,7,490341.3188,0,0,1,4,0,0,,抵押,否,自置,4,0.4,1.25,8.4342907778
GOOD,A000910,20,0,0.5,5,6,50000,0,0,1,1,0,0,,保证,否,其他,,0.33,0,0
GOOD,A000911,10/MISS,0,0,0,2,490341.3188,0,0,1,0,0,0,,保证,否,其他,,0.5,0,3.9623202828
GOOD,A000912,20,0,0,0,0,10000,0,0,1,0,0,0,,保证,否,自置,6,1.25,0,5.5555555556
GOOD,A000913,10/MISS,0,0.37,4,2,50000,0,1,0.98,7,0,0,,保证,否,自置,10,0.22,0,1.4592895321
GOOD,A000914,10/MISS,0,0.26,0,0,10000,0,0,1,3,0,0,775.51,保证,否,自置,4,1,0,4.4577553386
GOOD,A000915,20,0,0.26,3,6,170000,0,2,0.93,6,0,0,1318.03,保证,否,自置,10,0.22,0,5.0532383653
GOOD,A000916,20,0,0.42,0,3,344920,0,1,1,2,0,0,456.83,保证,否,自置,7,0.67,0,4
GOOD,A000917,10/MISS,0,0.23,1,8,70000,0,1,0.98,7,0,0,,抵押,否,自置,8,0.42,1.87,0.9669194344
GOOD,A000918,10/MISS,0,0.3,0,2,20000,0,0,1,3,0,0,,抵押,否,自置,3,1.17,1.44,2.6693003764
GOOD,A000919,20,0,0.51,0,2,17000,0,1,0.98,6,0,0,,抵押,否,自置,5,0.71,1.68,0
GOOD,A000920,20,0,0.66,0,0,200000,0,0,1,1,0,0,,保证,否,自置,4,1,0,2.4968789014
GOOD,A000921,20,0,0.94,1,1,3988,0,1,1,2,0,1,,保证,否,其他,18,1,0,0.8364849133
GOOD,A000922,20,0,0,1,5,490000,0,1,0.97,2,8,0,,保证,否,自置,19,0.31,0,4.6387970516
GOOD,A000923,20,0,0.65,0,3,50000,0,1,0.97,3,0,0,,保证,否,自置,10,0.56,0,1.6354236613
GOOD,A000924,20,0,0.7,0,2,210000,0,3,1,6,0,1,6067.51,保证,否,自置,3,1.67,1,1.7477424993
GOOD,A000925,10/MISS,0,0,0,0,0,0,0,1,0,0,0,662.54,保证,否,自置,1,10,0,10
GOOD,A000926,10/MISS,0,0.23,0,4,130000,0,1,0.98,8,0,1,715.58,抵押,否,自置,4,0.37,1.45,5.4329643683
GOOD,A000927,10/MISS,0,0,0,1,10000,0,0,1,0,0,0,,保证,否,自置,8,1,0,11
GOOD,A000928,20,0,0.39,0,1,4000,0,0,1,2,0,0,,保证,否,自置,4,10,0,4.1655231897
GOOD,A000929,20,0,0.44,0,0,0,0,0,1,5,0,0,,保证,否,自置,3,10,0,0
GOOD,A000930,10/MISS,0,0,1,0,0,0,0,1,0,0,0,,保证,否,自置,8,10,0,15
GOOD,A000931,20,0,0.08,0,5,1300,0,0,1,4,0,0,,保证,否,自置,1,1,0,18.187179061
GOOD,A000932,20,0,0.42,2,7,20000,0,1,1,7,0,2,,保证,否,自置,13,0.94,0,2.1979519484
GOOD,A000933,10/MISS,0,0.14,0,1,7000,0,0,1,2,0,0,,保证,否,自置,3,10,0,3.3088478592
GOOD,A000934,10/MISS,0,0,0,0,0,0,0,1,0,0,0,,保证,否,自置,1,10,0,10
GOOD,A000935,10/MISS,0,0.24,1,2,100000,1,2,0.99,12,1,0,1954.31,保证,否,自置,6,0.1,0,1.3040285092
GOOD,A000936,20,0,0.47,3,4,50000,0,0,1,6,0,0,378.72,保证,否,自置,2,0.09,0,0
GOOD,A000937,20,0,0.75,1,3,300,0,0,1,2,0,0,1244.76,信用,否,自置,2,0.5,0,0
GOOD,A000938,20,0,0.1,7,2,20000,0,1,1,10,0,0,771.36,保证,否,自置,8,0.5,0,2.1216986546
GOOD,A000939,10/MISS,0,0.68,1,4,253000,0,1,1,3,0,0,1215.87,保证,否,其他,5,1.67,0,4.078137107
GOOD,A000940,20,0,0.08,0,5,35397,0,0,1,2,0,0,0,保证,否,自置,3,0.15,0,2.971882426
GOOD,A000941,20,0,0.59,3,2,40000,0,0,1,5,0,0,,保证,否,其他,3,0.44,0,0.8628712658
GOOD,A000942,20,0,0.58,1,2,250000,0,0,1,8,0,1,,保证,否,其他,,0.37,0,1.1173945934
GOOD,A000943,20,0,0.11,0,2,180000,0,0,1,4,0,0,828.2,保证,否,自置,3,0.6,0,2.6366904262
GOOD,A000944,20,0,0.62,1,3,50000,0,1,0.95,6,0,1,,保证,否,自置,2,0.67,0,1.7161454968
GOOD,A000945,10/MISS,0,0.41,0,2,76000,0,0,1,8,0,1,,保证,否,自置,8,0.75,0,1.6747940701
GOOD,A000946,20,0,0.2,2,10,2640,0,0,1,4,1,0,,抵押,否,自置,2,0.5,0,1.9224779972
GOOD,A000947,20,0,0.54,2,2,100000,0,1,1,8,0,3,,保证,否,自置,,0.4,0,1.5495596561
GOOD,A000948,10/MISS,0,0,1,1,150000,0,0,1,0,0,0,,保证,否,自置,2,0.67,0,2.0179496622
GOOD,A000949,20,0,0.31,0,3,0,0,0,1,4,0,0,,信用,否,自置,3,10,0,20
GOOD,A000950,20,0,0.85,0,1,0,0,0,1,9,0,0,,信用,否,其他,11,10,0,1.3491089136
GOOD,A000951,20,0,0.62,2,5,0,0,2,0.96,5,0,0,,保证,否,其他,12,10,0,0
GOOD,A000952,10/MISS,0,0,0,0,0,0,0,1,0,0,0,666.64,保证,否,自置,5,10,0,20
GOOD,A000953,20,0,0.05,2,1,100000,0,0,1,3,0,0,,信用,否,自置,1,1,0,0
